split,season,episode,dialog_id,dialog_idx,turn_id,turn_idx,speaker,gender,emotion,utterance,intensity_mean_db,intensity_std_db,pitch_mean_hz,pitch_std_hz,pitch_range_hz,articulation_rate_syll_per_s,hnr_mean_db,intensity_level,pitch_level,rate_level
train,9,23,475,474,16,16,Monica,F,neutral,I clunked your heads together!,61.7965,9.8797,248.9292,52.286,202.3642,3.5545,6.1595,medium,medium,medium
train,3,20,476,475,0,0,Ross,M,sadness,"Sorry I ah, I scared you in there.",62.0787,11.4788,132.1797,18.6187,62.3449,1.875,13.3855,medium,low,low
train,3,20,476,475,1,1,Monica,F,neutral,"Oh, thats okay. By the way, I was just checking the shower massager.",59.559,14.2333,186.9864,47.9087,228.6901,4.5149,7.6269,low,low,high
train,3,20,476,475,2,2,Ross,M,neutral,Yeah.,68.232,1.9696,164.632,5.9755,18.9181,1.7046,-1.5096,high,medium,low
train,3,20,476,475,3,3,Phoebe,F,surprise,Hey!,63.1737,6.7966,350.5612,59.1202,301.3378,2.038,4.7846,medium,high,low
train,3,20,476,475,4,4,Monica,F,sadness,I tried to reach you at work. Theres....been a fire.,56.799,11.9441,240.1289,68.0857,326.3486,3.2407,8.5086,low,medium,low
train,3,20,476,475,5,5,Phoebe,F,surprise,What?! Oh my...  Oh my God!! What happened?!,65.5645,8.4781,343.0341,67.9726,324.8197,4.1058,5.9384,high,high,medium
train,3,20,476,475,6,6,Ross,M,neutral,"Well, we believe it originated here.  In the Aroma Room.",64.2448,6.64,182.4662,47.5348,281.4794,3.145,5.6196,medium,medium,low
train,3,20,476,475,7,7,Phoebe,F,fear,All right. Did everyone get out okay?,64.3378,6.3733,329.7249,71.1611,270.6706,3.4907,7.0937,medium,high,medium
train,3,20,476,475,8,8,Monica,F,neutral,"Well, the giraffes okay. And so is the pirate.",63.6539,11.151,311.5892,41.5382,175.032,3.9858,5.8042,medium,high,medium
train,3,20,476,475,9,9,Phoebe,F,surprise,Ohh. What is this?,64.1047,11.6026,286.1518,40.8087,199.6808,3.2703,12.0071,medium,medium,low
train,3,20,476,475,10,10,Ross,M,fear,"No Phoebe, dont look! You dont want to see whats under there!!",61.0344,8.5354,215.0259,43.974,192.842,5.3711,4.8819,low,high,high
train,3,20,476,475,11,11,Phoebe,F,sadness,"Ohh, the-the Foster puppets!",66.1307,8.9035,328.5554,78.3085,334.1025,3.057,4.5565,high,high,low
train,3,24,477,476,0,0,Ross,M,neutral,Hey! How long until Petes fight?,62.2849,5.8038,204.6121,42.9241,205.899,3.4722,6.0421,medium,medium,medium
train,3,24,477,476,1,1,Monica,F,neutral,"Oh, about five minutes. Right now theyre interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.",61.6874,6.1798,200.5979,35.9778,205.9505,4.3503,7.2409,medium,low,medium
train,3,24,477,476,2,2,Ross,M,neutral,Hot dog?,61.4843,6.979,246.914,79.3738,420.1521,3.2429,2.7533,medium,high,low
train,3,24,477,476,3,3,Monica,F,fear,"Four, please.  Im really nervous.  Thank you.",59.4576,4.063,265.6036,112.2893,423.6211,3.0511,2.6368,low,medium,low
train,3,24,477,476,4,4,Phoebe,F,neutral,"So Ross, how umm, how did it go with Bonnie?",63.2176,5.9242,304.2557,31.2127,152.3572,4.7832,6.6715,medium,medium,high
train,3,24,477,476,5,5,Ross,M,joy,"I gotta tell you, I-I wasnt expecting to like her at all, I mean I actually wasnt expecting to like anyone right now, but shes really terrific.",63.5196,6.863,219.1759,84.9602,419.1438,4.9779,8.0494,medium,high,high
train,3,24,477,476,6,6,Phoebe,F,sadness,"Ohh, thats too bad!",59.2699,5.1215,315.0482,81.3284,309.6444,2.87,7.0827,low,high,low
train,3,24,477,476,7,7,Ross,M,joy,"No, I-Im saying I liked her.",63.3187,7.9886,247.3259,104.5326,337.2772,4.1118,8.0092,medium,high,medium
train,3,24,477,476,8,8,Phoebe,F,neutral,"Yeah, y'know what, there are other fish in the sea.",60.5834,6.6379,309.7261,55.2067,217.444,3.7287,8.717,low,high,medium
train,3,24,477,476,9,9,Ross,M,joy,"Pheebs, I think shes great. Okay? Were going out again.",63.9786,6.9267,189.6037,57.2069,330.8898,4.5956,7.273,medium,medium,high
train,3,24,477,476,10,10,Phoebe,F,disgust,"Okay, I hear you! Are you capable of talking about any thing else?",62.3127,6.6425,291.4134,52.8012,227.0056,4.3461,7.918,medium,medium,medium
train,3,24,477,476,11,11,Chandler,M,neutral,Hey! Which ones my turkey burger?,64.0863,7.4189,205.0869,39.7769,282.4773,4.4881,6.2923,medium,medium,high
train,3,24,477,476,12,12,Ross,M,neutral,"Ahh, the one next to my foot. Sorry.",62.697,7.5168,182.6668,59.1764,419.8285,3.155,6.8184,medium,medium,low
train,3,24,477,476,13,13,Joey,M,joy,"Hey, the fights starting!",66.4659,8.6469,211.8665,33.7728,194.1686,3.5378,11.2414,high,medium,medium
train,3,24,477,476,14,14,Ross,M,neutral,"Okay, well be right in.  So ah, did your boss try to slap you again today?",64.7258,8.7392,203.004,29.9655,221.2024,4.1578,10.5101,medium,medium,medium
train,3,24,477,476,15,15,Chandler,M,anger,Nine times!,63.8057,8.8215,234.1612,74.566,383.8854,2.6408,9.8542,medium,high,low
train,3,24,477,476,16,16,Chandler,M,neutral,"Okay, I had to put on lotion!",66.2211,5.5265,234.7555,33.2498,175.9563,3.6526,5.1083,high,high,medium
train,3,24,477,476,17,17,Chandler,M,neutral,"But, its gonna be okay, because as of tomorrow Im conducting an experiment, and if all goes as planned, my butt will be smack free.",62.5358,7.8289,174.2832,44.9754,211.5419,3.0242,8.0403,medium,medium,low
train,3,24,477,476,18,18,Joey,M,neutral,Fights over!,67.4508,8.5125,281.3902,49.9098,158.8909,4.2614,7.0629,high,high,medium
train,6,24,478,477,0,0,Chandler,M,neutral,"Okay, okay, here she comes!  How do I look? Do I look like a guy who doesnt want to get married?",66.0152,5.5222,149.306,21.8018,111.838,4.5856,4.3571,high,low,high
train,6,24,478,477,1,1,Joey,M,surprise,"Yeah! And also, a little like a French guy.  I never noticed that before.",64.0756,7.4695,226.1311,93.8232,380.045,3.2402,2.8334,medium,high,low
train,6,24,478,477,2,2,Monica,F,joy,Hi guys!,65.5107,3.4477,319.9684,91.4616,376.5489,3.8006,1.0499,high,high,medium
train,6,24,478,477,3,3,Joey,M,neutral,Hey!,58.7951,0.6046,,,,,0.3768,low,,
train,6,24,478,477,4,4,Monica,F,neutral,What are you up too?,63.6867,6.4709,318.5183,65.0612,242.9428,1.7688,5.6339,medium,high,low
train,6,24,478,477,5,5,Chandler,M,neutral,"Oh, just hanging out, talkin about uh, websites.",65.2064,7.4678,191.1538,62.1426,385.5689,3.2328,7.7724,high,medium,low
train,6,24,478,477,6,6,Chandler,M,neutral,"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",64.3565,6.1983,131.1563,20.515,122.156,4.565,6.614,medium,low,high
train,6,24,478,477,7,7,Joey,M,neutral,"Yeah, Big Brother.",66.4011,9.2637,124.0959,21.6959,96.8217,2.8238,7.7456,high,low,low
train,6,24,478,477,8,8,Monica,F,neutral,Well thats a little crazy. Although I am yknow glad to hear that youre branching out on what you look at on the Internet.,63.6517,7.7065,226.3056,61.0168,307.547,5.8594,6.1839,medium,low,high
train,6,24,478,477,9,9,Chandler,M,neutral,"Yeah, well Yknow, it just got me thinking though, why would anybody ever want to get married huh?",64.5308,5.8249,150.6115,45.6379,201.1776,5.0035,6.7739,medium,low,high
train,6,24,478,477,10,10,Monica,F,anger,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,63.1322,9.1043,281.3731,55.4413,248.9464,4.6989,9.6807,medium,medium,high
train,6,24,478,477,11,11,Chandler,M,neutral,Eh,61.5654,8.5211,366.1572,80.787,239.3608,2.3054,6.8449,medium,high,low
train,6,24,478,477,12,12,Monica,F,sadness,Okay well thats good to know.,61.4593,6.8973,249.1878,46.9395,198.0992,3.418,8.0681,medium,medium,medium
train,6,24,478,477,13,13,Joey,M,joy,The Mr. Bowmonts here!!!,67.6048,7.0158,311.6613,72.3857,223.8996,3.1961,7.6504,high,high,low
train,6,18,479,478,0,0,Chandler,M,joy,"Oh thats great, my friend Joeys in the movie business.",67.382,6.4164,157.8878,90.7489,415.0095,5.9524,4.5539,high,medium,high
train,6,18,479,478,1,1,Dana,F,neutral,Yknow who I ran into from school? Howie.,65.6915,8.7197,219.3608,38.7459,187.2276,4.3672,9.3123,high,low,medium
train,6,18,479,478,2,2,Chandler,M,neutral,My friends name is Joey.,64.5084,4.9481,148.8261,51.5139,264.6819,3.5782,5.6424,medium,low,medium
train,6,18,479,478,3,3,Dana,F,neutral,Apparently Howies editing now.,65.8664,5.3304,263.9335,93.0889,412.9375,4.9342,7.0136,high,medium,high
train,6,18,479,478,4,4,Dana,F,anger,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",65.2567,5.4918,225.6677,50.5017,359.555,4.8732,7.9255,high,low,high
train,6,18,479,478,5,5,Dana,F,surprise,Can you believe that?!,66.0598,7.7247,309.5142,68.5687,241.4185,4.3269,7.7487,high,high,medium
train,6,18,479,478,6,6,Dana,F,surprise,Yknow I-I-I havent spoken to him in like ten years and he asks me for a favor!,63.5861,8.3728,276.3855,65.4966,266.818,4.5818,8.8644,medium,medium,high
train,6,18,479,478,7,7,Chandler,M,disgust,"Yeah, Ive always hated that Howie.",66.209,4.5815,153.8765,38.1236,199.6939,2.2946,3.2364,high,low,low
train,6,18,479,478,8,8,Dana,F,disgust,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",65.8381,7.1476,340.7368,88.7171,355.0363,4.1978,6.1,high,high,medium
train,6,18,479,478,9,9,Chandler,M,disgust,The nerve huh?,66.8056,5.2524,208.0812,70.8542,262.005,2.5569,10.4613,high,medium,low
train,6,18,479,478,10,10,Dana,F,disgust,Yeah!,65.4243,5.7979,282.7657,96.8536,273.8119,1.4648,7.3081,high,medium,low
train,6,18,479,478,11,11,Chandler,M,neutral,Refill?,67.7233,8.5143,240.9941,48.4652,174.6599,2.8846,2.7101,high,high,low
train,8,2,480,479,0,0,Ross,M,joy,Hey! How you doing?,73.0774,4.0499,245.9518,93.5495,336.3726,6.1141,5.0233,high,high,high
train,8,2,480,479,1,1,Tag,M,joy,"Good! Good, long time no see.",72.3581,4.6372,217.8574,44.2099,182.1377,4.1853,3.6648,high,high,medium
train,8,2,480,479,2,2,Tag,M,neutral,Like your sweater.,72.1582,5.4809,133.8087,36.9106,118.9476,3.0571,1.9969,high,low,low
train,8,2,480,479,3,3,Ross,M,neutral,"Oh hey, right back at ya.",72.4791,5.9777,219.1769,59.1793,370.2066,3.8422,5.7631,high,high,medium
train,8,2,480,479,4,4,Tag,M,surprise,"Oh, its crazy about Rachel huh?",71.3362,4.5472,111.6366,16.4033,59.7213,3.4092,3.2476,high,low,medium
train,8,2,480,479,5,5,Ross,M,surprise,"Yeah. SheWell, shes one crazy lady?",71.8962,6.5402,182.8388,25.2016,112.4704,5.0524,8.7862,high,medium,high
train,8,2,480,479,6,6,Tag,M,neutral,So whose is it?,71.4538,5.6311,165.8148,38.1707,163.7992,3.9557,4.2916,high,medium,medium
train,8,2,480,479,7,7,Ross,M,neutral,"Umm, I dont some Italian guy. Come on, read your own label. See you later.",71.4162,4.8087,207.7675,71.8139,367.4833,4.5455,3.637,high,medium,high
train,8,2,480,479,8,8,Tag,M,neutral,Okay.,70.8585,5.7868,204.867,93.9974,385.3264,3.6408,3.5595,high,medium,medium
train,8,2,480,479,9,9,Ross,M,anger,He is so weird.,76.2161,1.5953,,,,,-1.8234,high,,
train,9,20,481,480,0,0,Monica,F,surprise,You wanna fool around with Joey?,59.8317,6.3372,282.8577,38.9956,230.1821,5.5146,7.4677,low,medium,high
train,9,20,481,480,1,1,Rachel,F,joy,Yeah!,61.1311,9.6272,324.9451,80.8668,234.0503,,5.2095,low,high,
train,9,20,481,480,2,2,Rachel,F,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",61.9519,9.0191,301.3206,77.156,247.3362,4.491,10.4723,medium,medium,high
train,9,20,481,480,3,3,Rachel,F,surprise,"And what's the big deal, people do it all the time!",64.7025,8.5542,305.9195,84.7015,383.4296,5.2924,12.997,medium,medium,high
train,9,20,481,480,4,4,Monica,F,surprise,Who? Who do you know that are friends that just fool around?,61.0961,11.5658,244.0191,84.1462,322.5754,5.2448,9.9794,low,medium,high
train,9,20,481,480,5,5,Rachel,F,neutral,"Ok, off the top of my head... Don and Janet.",61.8501,15.9224,245.5036,67.8663,333.79,4.0693,9.4208,medium,medium,medium
train,9,20,481,480,6,6,Monica,F,neutral,"Who, who are they?",63.2116,14.2184,410.4607,42.6446,152.7301,1.4205,11.7914,medium,high,low
train,9,20,481,480,7,7,Rachel,F,neutral,I know them from work.,62.1546,13.8031,386.2677,69.2395,411.5114,3.9894,16.5744,medium,high,medium
train,9,20,481,480,8,8,Monica,F,surprise,Both of them?,60.2955,14.135,318.0036,49.3864,171.1952,2.6785,13.1669,low,high,low
train,9,20,481,480,9,9,Rachel,F,neutral,"No, one of them...",59.0969,14.8841,302.3046,38.9008,125.937,5.2083,12.3125,low,medium,high
train,9,20,481,480,10,10,Monica,F,neutral,Which one?,57.8516,14.5149,296.7536,80.767,244.7374,4.1437,5.5611,low,medium,medium
train,9,20,481,480,11,11,Rachel,F,neutral,"I don't know, what were the names I just said?",61.918,7.9641,283.7218,41.2959,193.8284,4.0923,2.5974,medium,medium,medium
train,9,20,481,480,12,12,Monica,F,anger,"Rachel, things can get incredibly complicated.",59.8405,9.6867,229.4692,53.5367,216.4378,5.2932,8.23,low,low,high
train,9,20,481,480,13,13,Rachel,F,sadness,"All right, all right, you're right",63.5559,10.1958,250.5887,79.7688,390.4704,4.8888,8.6624,medium,medium,high
train,9,20,481,480,14,14,Monica,F,surprise,What the hell are you cooking!,63.437,10.1185,330.1743,83.8587,309.8758,4.1535,3.8278,medium,high,medium
train,7,12,482,481,0,0,Phoebe,F,surprise,Oh my God! How did you get back here?!,61.4369,7.178,338.7815,84.7599,324.3148,3.7287,8.3943,medium,high,medium
train,7,12,482,481,1,1,Phoebe,F,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",62.1857,8.7797,331.9655,88.9268,416.7446,4.3114,4.2217,medium,high,medium
train,7,12,482,481,2,2,The Fireman,M,anger,We found your fire alarm in the trash chute.,61.5648,5.4909,154.5906,74.2908,259.5089,5.8594,4.5759,medium,low,high
train,7,12,482,481,3,3,Phoebe,F,neutral,Thats not mine.,59.8203,6.7411,262.0028,27.6681,97.9688,3.4298,7.4207,low,medium,medium
train,7,12,482,481,4,4,The Fireman,M,neutral,Yes it is.,55.9865,7.4439,299.2065,182.5635,401.8515,1.0901,4.7562,low,high,low
train,7,12,482,481,5,5,Phoebe,F,fear,How do you know?,58.3201,8.9445,331.5266,135.6756,403.0959,2.992,8.0035,low,high,low
train,7,12,482,481,6,6,The Fireman,M,disgust,"The next time you want to dump a fire alarm in a trash chute, dont wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",60.1113,7.5138,166.639,109.767,405.2197,4.448,4.2397,low,medium,high
train,7,12,482,481,7,7,Phoebe,F,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",61.9702,6.3733,343.7383,63.4205,422.5295,4.6319,5.678,medium,high,high
train,7,12,482,481,8,8,The Fireman,M,neutral,"Please reattach this, its against the law to disconnect them.",60.8909,6.2225,184.0753,108.455,392.185,5.984,3.997,low,medium,high
train,7,12,482,481,9,9,Phoebe,F,anger,Fine!  But please God.. tell me how to stop them from going off!,60.1342,7.795,267.2168,71.8732,404.1575,5.3711,8.9209,low,medium,high
train,7,12,482,481,10,10,The Fireman,M,neutral,Theres a reset button under the plastic cover.,58.2488,8.0812,354.1349,109.2822,404.0908,3.2895,7.6305,low,high,low
train,7,12,482,481,11,11,Phoebe,F,surprise,Theres a reset button?!,57.2417,7.2101,332.9246,140.1663,418.2917,2.7778,4.6869,low,high,low
train,7,12,482,481,12,12,Phoebe,F,surprise,My God!,57.3113,8.229,311.8904,150.0751,420.6661,4.4881,8.1412,low,high,high
train,7,12,482,481,13,13,Phoebe,F,surprise,Why didnt I see that!,59.441,7.7958,388.0329,121.0767,417.5097,3.8528,7.5862,low,high,medium
train,7,12,482,481,14,14,Phoebe,F,neutral,"Reset button, reset button, where is there a reset button?",58.2577,6.3878,333.7764,123.4889,421.2193,4.1556,9.2918,low,high,medium
train,7,12,482,481,15,15,Phoebe,F,joy,Oh here it is!,59.3138,6.3889,376.021,84.0916,399.8189,4.9055,9.9196,low,high,high
train,7,12,482,481,16,16,Phoebe,F,surprise,Oh!,58.4085,7.0377,407.9711,94.6391,373.4163,2.9297,8.6799,low,high,low
train,7,12,482,481,17,17,Phoebe,F,joy,"Ohh, God!",61.9434,5.1512,292.0439,91.4282,343.6123,3.5602,6.8887,medium,medium,medium
train,1,20,483,482,0,0,Ross,M,neutral,"Four letters: ""Circle or hoop"".",62.6675,10.201,209.6815,64.6048,306.4073,2.4245,13.0413,medium,medium,low
train,1,20,483,482,1,1,Chandler,M,anger,"Ring dammit, ring!",65.0403,8.9811,240.5365,47.4239,188.8856,3.6057,14.8738,high,high,medium
train,1,20,483,482,2,2,Ross,M,neutral,Thanks.,62.5555,13.7655,180.3218,40.0534,191.1226,2.489,3.0056,medium,medium,low
train,1,20,483,482,3,3,Joey,M,surprise,"Hey, you know our phone's not working?",62.2508,9.3234,199.0755,17.7175,68.6613,4.4949,11.4896,medium,medium,high
train,1,20,483,482,4,4,Chandler,M,surprise,What?!,62.2773,11.0298,287.0157,98.6459,334.9492,2.6408,4.898,medium,high,low
train,1,20,483,482,5,5,Joey,M,neutral,"I tried to call you from the coffee shop, and there was no answer.",61.8972,10.3235,168.6905,29.5791,126.3058,5.9055,8.879,medium,medium,high
train,1,20,483,482,6,6,Chandler,M,anger,"I turned it off. Mother of God, I turned it off!",63.4929,11.3212,228.1987,67.6977,211.6889,4.7428,4.0556,medium,high,high
train,1,20,483,482,7,7,Monica,F,neutral,Just like you told her you did!  ... Just pointing out the irony.,60.4755,9.6343,273.603,76.8096,401.1473,5.7234,4.0456,low,medium,high
train,1,20,483,482,8,8,Joey,M,anger,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",61.9018,9.277,188.9256,56.4929,304.2138,5.4051,8.3255,medium,medium,high
train,1,20,483,482,9,9,Joey,M,anger,Nngghhh!!!!!!!,61.2718,9.8876,229.4277,109.6192,293.911,1.8263,1.1889,low,high,low
train,1,20,483,482,10,10,Joey,M,neutral,"Can I use your phone?  Yeah, the number for a Sidney Marks, please.",59.0381,12.926,164.8729,31.2261,117.0069,3.7437,8.4109,low,medium,medium
train,1,20,483,482,11,11,Ross,M,neutral,"""Heating device.""",61.3919,14.3713,138.4603,24.5488,73.0834,4.0215,11.2389,medium,low,medium
train,1,20,483,482,12,12,Phoebe,F,neutral,Radiator.,59.4257,12.4946,200.0573,52.8081,186.9993,2.3148,7.4642,low,low,low
train,1,20,483,482,13,13,Ross,M,neutral,Five letters.,61.2516,14.6573,134.6091,12.2414,43.4826,2.4834,11.1566,low,low,low
train,1,20,483,482,14,14,Phoebe,F,neutral,Rdtor.,60.7514,10.6312,225.9023,46.4258,158.1194,2.9668,4.4522,low,low,low
train,1,20,483,482,15,15,Joey,M,surprise,"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",60.2857,14.6293,249.59,106.489,414.1417,5.0741,10.3042,low,high,high
train,1,4,484,483,0,0,Receptionist,U,neutral,"Well, you'll have to wait your turn.",60.0168,7.0589,199.241,34.8449,157.4679,4.6296,6.7805,low,medium,high
train,1,4,484,483,1,1,Joey,M,neutral,"Well, how long do you think it'll be?",58.5194,8.6954,225.7413,60.5016,360.1331,4.1667,7.759,low,high,medium
train,1,4,484,483,2,2,Receptionist,U,neutral,Any minute now.,61.1865,9.0456,201.0624,42.1608,194.3276,3.125,8.4224,low,medium,low
train,1,1,485,484,0,0,Ross,M,joy,"Hey, this-  Heyy...",59.1155,10.9669,229.6919,111.6493,423.4023,3.2095,5.9263,low,high,low
train,6,4,486,485,0,0,Chandler,M,neutral,Hey.,61.1372,10.8454,143.4451,34.362,97.7595,1.7688,3.945,low,low,low
train,6,4,486,485,1,1,Joey,M,neutral,Hey! Any good mail?,63.1012,10.1944,164.0743,34.4887,133.807,3.3967,5.3129,medium,medium,medium
train,6,4,486,485,2,2,Chandler,M,neutral,"Yes, you got something from the Screen Actors Guild.",63.4987,9.4409,146.5167,43.0398,138.6006,4.5072,7.205,medium,low,high
train,6,4,486,485,3,3,Joey,M,neutral,"Ooh, its probably a residual check, hey can you open it for me, Im kinda.",63.2754,9.7292,118.7365,53.0995,383.1035,4.0323,5.6121,medium,low,medium
train,6,4,486,485,4,4,Chandler,M,neutral,"""Benefits lapsed.""",61.2613,12.4708,145.1653,53.0568,298.5432,4.3353,6.4656,low,low,medium
train,6,4,486,485,5,5,Joey,M,neutral,Hmm thats weird. I dont remember being in a move called benefits lapsed.,64.0175,12.7372,122.652,48.0608,304.3911,4.9073,4.9827,medium,low,high
train,6,4,486,485,6,6,Chandler,M,neutral,"Okay, its not a check. Theyre saying your health insurance expired because, you didnt work enough last year.",62.8222,10.3276,162.0371,47.3325,269.6549,4.6378,6.1151,medium,medium,high
